2025|04|Llama 4、GPT-4.1 与开发者工作流|重点|模型竞争继续向代码、长上下文、工具调用和成本效率集中。|模型能力和开发者环境、评测、权限与流程绑在一起。|https://ai.meta.com/blog/llama-4-multimodal-intelligence/
2025|05|AI coding agent 与 vibe coding 扩散|重点|更多人用自然语言描述目标，让 AI 创建、修改和调试应用。|编程门槛下降，但审查、测试和需求表达更重要。|https://code.claude.com/docs/en/best-practices
2025|06|Harness Engineering 成为新工程视角|重点|团队把工具、上下文、测试、反馈、权限和记忆设计成 Agent 工作环境。|Prompt 不再是全部，稳定 AI 工作依赖可观测、可恢复的 Harness。|https://code.claude.com/docs/en/best-practices
2025|07|ChatGPT agent：从回答到执行任务|重点|AI 把浏览、研究、文件处理和行动组合成完整任务流程。|产品评价从一次回答质量转向任务完成率与可控性。|https://openai.com/index/introducing-chatgpt-agent/
2025|08|多 Agent 和个人自动化进入实践|小节点|研究、写作、编程和信息整理被拆成多个可以协作的角色。|AI 开始像一个小团队，而不是单一聊天对象。|https://www.anthropic.com/news/model-context-protocol
2025|09|长期记忆与主动式助手被重新讨论|小节点|用户期待 AI 记住偏好并持续推进目标。|上下文窗口逐渐扩展为长期关系和持续任务。|https://openai.com/index/memory-and-new-controls-for-chatgpt/
2025|10|电脑、浏览器和终端成为 Agent 工作台|小节点|AI 核心场景扩展到开发环境、浏览器、文件系统和企业软件。|真正的 Agent 需要一个可以观察、操作和验证的世界。|https://www.anthropic.com/news/3-5-models-and-computer-use
2025|11|AI 产品竞争进入系统阶段|小节点|模型、工具、数据、权限、评测、记忆和体验被放在一起比较。|最强模型逐渐让位于最能完成真实事情的系统。|https://www.anthropic.com/news/model-context-protocol
2025|12|从 Copilot 到数字协作者|重点|AI 助手开始被期待长期参与项目，而不只是临时补充内容。|人类从执行每一步转向设定目标、监督过程和验收结果。|https://code.claude.com/docs/en/best-practices
2026|01|个人 AI 的常驻化趋势|小节点|AI 从被打开的网站，变成连接文件、消息和工具的常驻层。|个人 AI 开始成为产品形态，而不仅是聊天功能。|https://github.com/openclaw/openclaw
2026|02|OpenClaw：让 AI 进入个人工作环境|重点|以个人环境为中心的 Agent 形态受到关注，重点转向授权后能做什么。|AI 被想象成连接本地资料、应用和日常任务的数字伙伴。|https://github.com/openclaw/openclaw
2026|03|Agent 安全与授权成为日常问题|小节点|AI 能读取资料、调用工具和执行操作后，权限、确认和审计不可回避。|AI 越能做事，就越需要边界和可追溯记录。|https://www.anthropic.com/news/3-5-models-and-computer-use
2026|04|从 Prompt Engineering 到 Harness Engineering|重点|行业转向设计 Agent 的上下文、工具、测试和反馈闭环。|可靠性不再只靠更强模型，而要靠更好的工作环境。|https://code.claude.com/docs/en/best-practices
2026|05|Agent 评测从答案转向任务结果|小节点|实践开始观察完成率、失败恢复、成本、延迟和人工接管次数。|AI 的真实价值越来越像软件工程指标。|https://www.anthropic.com/news/model-context-protocol
2026|06|AI 成为个人工作流的编排层|重点|研究、写作、开发、旅行和信息管理被连接成连续流程。|AI 从工具之一上移到协调工具的工作层。|https://github.com/openclaw/openclaw
2026|07|人类重新定义“完成一件事”|小节点|当 AI 推进大量中间步骤，人类更关注目标、判断、取舍和责任。|工作单位从动作转向结果。|https://code.claude.com/docs/en/best-practices
2026|08|我们站在：会做事，但还不够可靠|重点|截至当前，AI 已从聊天走向工具、代码、浏览器和个人环境，但稳定性与信任仍未解决。|下一阶段的核心问题是：什么时候可以放心让它做。|https://www.anthropic.com/news/model-context-protocol
